Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Taxonomic Authority,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors,Red List Reviewers,Red List Contributors
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,pinguis,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia pinguis is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"In Europe, Osmia pinguis is only known from Spain. This species also occurs in northern Africa and southwestern Asia (Müller 2013).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population."," Osmia pinguis possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in empty snail shells of small to medium size (e.g., Helix) with one to four, but mostly two to three, cells per shell. The cell partitions and nest plug are made of chewed leaves (Ferton 1920,  Mavromoustakis 1948b). This species is oligolectic, in that it prefers to forage upon a narrow range of flowering plant species, specifically upon Asteraceae with a clear preference for Cichorioideae and  Asteroideae (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,rhodoensis,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia rhodoensis is listed as Least Concern in view of its relatively wide distribution and presumed large overall population.,Unknown,"In Europe, Osmia rhodoensis is only known from Greece. This species also occurs in southwestern Asia (Müller 2013).","The population size and trends of this species are not known although due to the species' relatively wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia rhodoensis possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in cracks and holes in rocks and stones. The two only nests  recorded so far contained one single cell and two cells closely beside  each other, respectively. The cells,  which are not glued to the substrate, are three-layered: the outer and  inner layer consist of large pieces of petals (e.g., of Geranium, Linum), the central layer is built of mud (Warncke 1988b, Rozen et al. 2010). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a preference for Fabaceae (e.g., Onobrychis) (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,rufohirta,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia rufohirta is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia rufohirta is present in most of central and southern Europe. This species also occurs in northern Africa and from southwestern to northern Asia (Scheuchl 1996, Banaszak and Romasenko 2001, Amiet et al. 2004, Wu 2006).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia rufohirta possibly occurs in temperate grasslands and forests (or forest edges), although the habitat has not been described. It nests in empty snail shells of small to medium size with one cell per shell. The closed shells are transported over a  distance of up to 2.2 m to a sheltered place, e.g., underside of a stone,  below leaves or in grass tussocks. The shells are closed  with a three-layered plug consisting of a layer of small stones and  earth crumbs delimited on both sides by a partition made of chewed  leaves (e.g., Helianthemum) or petals (e.g., Lotus). The  shell surface is densely plastered with patches of leaf pulp (Ferton 1905, Benoist 1931, Bonelli 1971, Westrich 1989, Müller et al. 1997, Gogala 1999, Banaszak and Romasenko 2001). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a preference for Fabaceae (Westrich 1989, Müller et al. 1997,  Amiet et al. 2004, unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is included in the National Red Lists or Red Data Books of Germany (Vulnerable; Westrich et al. 2011), Switzerland (Vulnerable; Amiet 1994) and in the Czech Republic as Hoplitis rufohirta (Endangered; Farkac et al. 2005). It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,rutila,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient as there is no information available on the population size, trends and threats to the species. Research should be conducted in order to determine the status of this species.",Unknown,"In Europe, Osmia rutila is only known from Spain. This species also occurs in northern African (Müller 2013).",The trend and population size of this species are not known.,"Osmia rutila possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in empty snail shells (e.g., Helicella)  with one cell per shell. The closed shells are transported over a  distance of up to three metres and then buried into the sandy ground (c. 3.0-3.5 cm  deep). The shells are closed a few  millimetres behind the shell opening with a partition made of chewed  leaf pulp, this partition is then used as the base for the thick nest  plug which is built by embedding broken gastropod and mussel shells,  sometimes also small stones, into a matrix of leaf pulp (Haeseler 1997). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a preference for Fabaceae (Haeseler 1997, 2008; unpublished data A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,saxicola,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia saxicola is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,Osmia saxicola is present in southern Europe but also from southwestern to northern Asia (Müller 2013).,"The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia saxicola possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in the gaps underneath stones. The cells are entirely constructed with very small pebbles cemented  together with chewed leaves. The small orifice between the stone and the  soil was observed to be sealed with the same material (Mavromoustakis  1948c). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a probable preference for Fabaceae (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,scutellaris,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia scutellaris is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia scutellaris is a Mediterranean-centred species present in southern Europe but also in northern Africa and southwestern Asia (Tkalcu 2000a, Banaszak and Romasenko 2001, Amiet et al. 2004).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population."," Osmia scutellaris possibly occurs in temperate grasslands, forests (or forest edges) and in Mediterranean-type shrublands, although the habitat has not been described. It nests in hollow stems (e.g., Rubus) (Benoist 1931). This species is oligolectic, in that it prefers to forage upon a narrow range of flowering plant species, specifically upon Asteraceae with a preference for Cichorioideae (Amiet et al. 2004, unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is only listed in the National Red Lists of Switzerland as Near Threatened (Amiet 1994). It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,signata,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia signata is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia signata is present in southern Europe but it also occurs in northern Africa and from southwestern to northern Asia (Wu 2006, Müller 2013).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population."," Osmia signata possibly occurs in temperate grasslands, forests (or forest edges) and in Mediterranean-type shrublands, although the habitat has not been described. It nests in hollow stems (e.g., Arundo), abandoned cells of exposed nests of other aculeates (e.g., Sceliphron, Chalicodoma), insect burrows in the soil (e.g., from Anthophora), cavities  and holes in rocks, stones, clay scarps or walls. The cell partitions and nest plug are made of masticated plant material. In  rock or other spacious cavities, the whole cells may be constructed  with leaf pulp (Vereecken  et al. 2010). This species is oligolectic, in that it prefers to forage upon a narrow range of flowering plant species, specifically upon Asteraceae (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,spinigera,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient as there is no information available on the population size, trends, habitat, ecology and threats to the species. Research should be conducted in order to determine the status of this species.",Unknown,Osmia spinigera is known from southern Europe but also from northern Africa and southwestern Asia (Müller 2013).,The trend and population size of this species are not known.,"This species possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. The nesting behaviour of Osmia spinigera is currently unknown. This species is oligolectic, in that it prefers to forage upon a narrow range of flowering plant species, specifically upon Asteraceae with a preference for Carduoideae (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,spinulosa,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia spinulosa is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia spinulosa is a Mediterranean-centred species occurs in southern Europe but also in northern Africa and southwestern Asia (Scheuchl 1996, Banaszak and Romasenko 2001, Amiet et al. 2004).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population."," Osmia spinulosa inhabits temperate grasslands, forests (or forest edges) and Mediterranean-type shrublands. It nests in empty snail shells of small to medium size with mostly two cells per shell. The cell partitions and nest plug are made of chewed leaves (e.g., from Potentilla, Sanguisorba) (Westrich 1989, Müller et al. 1997, Banaszak  and Romasenko 2001). This species is oligolectic, in that it prefers to forage upon a narrow range of flowering plant species, specifically on Asteraceae (Westrich 1989, Amiet et al. 2004, unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is listed in the National Red Lists or Red Data Books of Germany (Vulnerable; Westrich et al. 2011), the Netherlands (Vulnerable; Peeters and Reemer 2003) and Norway (Near Threatened; Kålås et al 2010). It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,steinmanni,,,,-1,0,DD,,DD,,"Global and European regional assessment: Data Deficient (DD)EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient as there is little or no information available on the population size, trends, habitat, ecology and threats to the species. Research should be conducted in order to determine the status of this restricted endemic alpine species.",Unknown,"Osmia Steinmanni is endemic to the Alps in Italy and Switzerland (Müller 2002, Amiet et al. 2004).",The trend and population size of this species are not known.,"This species occurs in sub-alpine and alpine stony slopes and grasslands (Müller 2002). The nesting behaviour of Osmia steinmanni is currently unknown. This species is probably polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a strong preference for Fabaceae (Amiet et al. 2004, Müller 2002).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,subcornuta,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia subcornuta is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,Osmia subcornuta is present in southeastern Europe but also from southwestern to northern Asia (Müller 2013).,"The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia subcornuta possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in hollow stems (e.g., Rubus, Echium). The cell partitions are made of chewed leaves (Marikovskaya 1995). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a preference for Fabaceae (unpublished data, A. Müller pers. comm. 2014). The  females possess curved bristles on the clypeus, which are most probably  used to comb pollen from the nototribic anthers (structures that facilitate the transfer of pollen) of Lamiaceae and  Antirrhineae (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,submicans,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia submicans is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia submicans is present in southern Europe but also occurs in southwestern Asia and northern Africa (Scheuchl 1996, Banaszak and Romasenko 2001, Amiet et al. 2004).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia submicans possibly occurs in temperate grasslands, forests (or forest edges) and in Mediterranean-type shrublands, although the habitat has not been described. It nests in insect burrows in dead wood and bore holes in wooden blocks, hollow stem, cavities and small holes in rocks or walls. The cell partitions are made of chewed leaves. The nest plug is made of  leaf pulp alone or of a mixture of small pebbles (mainly on the inner  side of the plug) and leaf pulp. In larger  cavities, the cells are sometimes arranged side by side with the cell  walls partially or entirely built of leaf pulp (Benoist 1931, Westrich 1989, Vicens et al. 1993,  Gogala 1999, Banaszak and Romasenko  2001). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, but with a strong preference for Fabaceae (Westrich 1989, Amiet et al. 2004, unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is listed in the National Red Lists or Red Data Books of Germany (Endangered; Westrich et al. 2011) and Switzerland (Vulnerable; Amiet 1994). It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,svenssoni,,,,-1,-1,DD,,DD,,"Listed as Data Deficient as there is little or no information available on the population size, trends, habitat, ecology and threats to the species. Research should be conducted in order to determine the status of this species.",Unknown,Osmia svenssoni is endemic to Finland and Sweden (Nilsson 2009).,The trend and population size of this species are not known.,"This species possibly occurs in boreal grasslands and forests (or forest edges), although the habitat has not been described. Specimens of Osmia svenssoni have been found nesting on the underside of a flat stone (Nilsson 2009). The flower preferences of this species are unknown.",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,sybarita,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia sybarita is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,Osmia sybarita is present in southeastern Europe and southwestern Asia (Müller 2013).,"The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia sybarita possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in empty snail shells (e.g., Helicella) with one cell per shell.  The shells are sealed by embedding broken pieces of snail shells into a  matrix of leaf pulp (Mavromoustakis 1939b, 1948c; Haeseler 1997). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,tergestensis,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia tergestensis is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia tergestenisis is present in southern Europe but also occurs in northern Africa and from northern to southwestern Asia (Scheuchl 1996, Banaszak and Romasenko 2001, Amiet et al. 2004).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia tergestenisis possibly occurs in temperate grasslands, forests (or forest edges) and in Mediterranean-type shrublands, although the habitat has not been described. It nests in cavities under or between stones and rock fissures, in dense  grass tussocks. The cells are built singly or in small groups of up to  five or more cells closely beside each other. The  cells, which are not glued to the substrate, are three-layered: the  outer and inner layer consist of large pieces of petals (e.g., of Geranium, Helianthemum, Hieracium, Ononis),  the central layer is built of mud intermixed with small pebbles. In  narrow cavities, the space in front of the cells is sometimes filled  with earth crumbs up to a length of 0.5 cm (Benoist 1931, Müller et al. 1997,  Banaszak  and Romasenko 2001, Amiet et al. 2004, Rozen et al. 2010). This species is oligolectic, in that it prefers to forage upon a narrow range of flowering plant species, specifically on Fabaceae (Müller et al. 1997, Amiet et al. 2004, Rozen et al. 2010).",The threats to this species are not known.,"This species is included in the National Red List of Czech Republic (Regionally Extinct; Farkac et al. 2005). It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,teunisseni,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD) EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient as there is little or no information available on the population size, trends, habitat, ecology and threats to the species. Research should be conducted in order to determine the status of this species.",Unknown,Osmia teunisseni is known from southeastern Europe and southwestern Asia (Müller 2013).,The trend and population size of this species are not known.,"This species possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. The nesting behaviour of Osmia teunisseni is currently unknown. This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species (unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,tricornis,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia tricornis is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,Osmia tricornis is known from southern Europe and northern Africa (Müller 2013).,"The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia tricornis possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in insect burrows in dead wood and bore holes in wooden blocks, hollow stems (e.g., Phragmites), insect burrows in the ground, empty snail shells (Cepaea), in the fissure of a stone wall or within abandoned cells of exposed Chalicodoma nests. The cell  partitions and nest plug are made of mud (Benoist 1931, Vicens et al. 1993, 1994). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a possible preference for Cistaceae (Vicens et al. 1994,  unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,tunensis,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia tunensis is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,Osmia tunensis is known from southwestern Europe but also from northern Africa (Müller 2013).,"The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population."," Osmia tunensis possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in empty snail shells (e.g., Helix) (Alfken 1914). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species (unpublished data, A. Müller pers. comm. 2014). The  females are equipped with a specialized pilosity on the clypeus  composed of curved bristles, which are probably used to comb pollen from  the nototribic anthers (structures that facilitate the transfer of pollen to insects) of Lamiaceae and Antirrhineae (Müller 1996b).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,uncicornis,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia uncicornis is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"In Europe, Osmia uncicornis is only known from Spain and Portugal. This species also occurs in northern Africa (Haeseler 2005).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia uncicornis possibly occurs in Mediterranean-type shrublands, although the habitat has not been described. It nests in excavated  burrows (three to five cm deep) in loose sandy ground with one cell at the end or  with several cells constructed closely side by side. The burrows are  often near dead plants whose roots serve to attach the cells in the  ground. The cells are entirely made of chewed leaves (e.g., from Lotus, Medicago, Convolvulus, Cistus) (Haeseler 2005, 2008). This species is probably oligolectic, in that it prefers to forage upon a narrow range of flowering plant species, specifically on Fabaceae (Haeseler 2008, unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is not listed in any National Red Lists or Red Data Books. It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Kemp, J.R., Michez, D. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,uncinata,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia uncinata is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia uncinata is present in most of Europe but also in northern Asia (Scheuchl 1996, Haeseler 1999, Banaszak and Romasenko 2001, Amiet et al. 2004).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population."," Osmia uncinata occurs in temperate grasslands and forests (or forest edges) and in Mediterranean-type shrublands. It nests in insect burrows in dead wood or bark and bore holes in  wooden blocks, between the thick bark of pine trees. The cell  partitions and nest plug are made of chewed leaves (Westrich 1989, Banaszak and Romasenko 2001,  Amiet et al.  2004). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species (Westrich 1989, Amiet  et al. 2004, Quest 2009, unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is listed in the National Red Lists or Red Data Books of the Czech Republic (Vulnerable; Farkac et al. 2005), Germany (threatened but category unknown; Westrich et al. 2011), Great Britain (Endangered; Shirt 1987) and Switzerland (Vulnerable; Amiet 1994). It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size, trends and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,MEGACHILIDAE,Osmia,versicolor,,,,0,0,LC,,LC,,European regional assessment: Least Concern (LC) EU 27 regional assessment: Least Concern (LC)Osmia versicolor is listed as Least Concern in view of its wide distribution and presumed large overall population.,Unknown,"Osmia versicolor is a Mediterranean-centred species found in southern Europe but also in northern Africa and southwestern Asia (Scheuchl 1996, Banaszak and Romasenko 2001, Amiet et al. 2004).","The population size and trends of this species are not known although due to the species' wide distribution and solitary behaviour, it is presumed to have a large population.","Osmia versicolor possibly occurs in temperate grasslands, forests (or forest edges) and in Mediterranean-type shrublands, although the habitat has not been described. It nests in empty snail shells of small to medium size with usually several cells per shell. The cell  partitions and nest plug are made of chewed leaves without addition of  pebbles. The space between the partition of the outermost cell and the  nest plug is densely filled with small pebbles, earth crumbs or pieces  of dry blades. The closed shells are neither moved nor covered with  patches of leaf pulp (Benoist 1931, Westrich 1989, Banaszak and Romasenko 2001, Moreno-Rueda et al. 2008). This species is polylectic, in that it prefers to forage upon a wide range of flowering plants species, with a strong preference for Fabaceae (Amiet et al. 2004,  Westrich 1989, unpublished data, A. Müller pers. comm. 2014).",The threats to this species are not known.,"The species is included in the National Red List of Germany (Critically Endangered; Westrich et al. 2011) and in Switzerland as (Critically Endangered; Amiet 1994). It is unknown whether it occurs within any protected areas. Further research should be conducted to determine the population size and trends, habitat and ecology, and threats to the species.",There is no current exploitation that could represent a threat to the species as a whole.,"Lhomme, P.","Michez, D., Kemp, J.R. & Nieto, A.",
ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,ANDRENIDAE,Panurgus,dargius,,,,0,0,DD,,DD,,"European regional assessment: Data Deficient (DD)EU 27 regional assessment: Data Deficient (DD)Listed as Data Deficient in view of the absence of information on the population size and trend, the threats and the status of this species in Spain.",Unknown,"Panurgus dargius ranges in the western Iberian Peninsula and North Africa (Patiny 2005). The extent of occurrence (EOO) is 199,985 km² and the area of occupancy (AOO) is 48 km².",This species is rare. The population trend is unknown and this species is poorly known in Spain.,"This species is found in open fields, edges of forests, roads and crops. It forages on Asteraceae.",The threats to this species are unknown.,Additional studies are needed into abundance and trends of this species and the major threats to this species.,This species is not traded or exploited commercially.,"Michez, D. & Nieto, A.","Roberts, S. & Bilz, M.","Ortiz Sánchez, F.J. & Patiny, S.,Ortiz Sánchez, F.J. & Patiny, S."
