Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Notes,Endemic to Europe,Endemic to EU27,European regional Red List Category,European regional Red List Criteria,EU27 regional Red List Category,EU27 regional Red List Criteria,Rationale of the Red List Category,Population Trend,Range,Population,Habitat,Threats,Conservation Actions,Use and Trade,Red List Assessors
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ORCULIDAE,Orculella,scalaris,,Yes,Yes,LC,,LC,,"This species is endemic of a single islet nearby Crete, with a total area less than 12 km2. #There are no known threats and this species is not used or traded. This species is listed as Least Concern. #Further studies are requited for assessing the population status of the three single island endemic species of #Orculella #on the islet of Dia. #",Unknown,"The species is endemic to the small islet Dia, which lies very near to Crete (Gittenberger and Hausdorf 2004).",There is no available information on the population trend of this species. #According to #(Gittenberger and Hausdorf 2004) it is the most common Orculella species of Dia.,This species is usually found on the soil under stones and limestone rocks. It can be found in a variety of vegetation types. #This species is an average height of #4.0 - 6.1 mm and a width of 2.4 - 2.7 mm. #,Grazing and fire can potentially restrict the populations of the species but currently there is no evidence for any direct threats for the species in the near future.,"This species is listed in the Greek Red Data Book as Least #Concern #(Legakis and Maraghou 2009). # #Although there the island of Dia is included in Natura 2000 (site #GR4310003), there is no conservation action regarding the species. Population studies are recommended.",This species is not used or traded.,"Vardinoyannis, K. Triantis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,skipetarica,"Fauna Europaea refers to the subspecies #Agardhiella truncatella skipetarica #(Subai, 2008), but meanwhile, the subspecies is considered to a species in its own rights Subai (in press).",Yes,,LC,,LC,,"The species is widespread, and although the currently known #distribution #is disjunct the species does not meet any of the threatened criteria. This species is listed as Least Concern. #Research activities are recommended on populations studies and distribution and on the ecology of the species.This species has been assessed as Least Concern at the European and at the 27 member States of the European Union level.",Unknown,"The species is known from Croatia, Montenegro, north #Albania #and north-western Greece (Subai 2008, Feher and Eross 2009).",There is no available information regarding the population trend of this species. This species is thought to be relatively common.,"The species is found #in limestone areas, close to streams in the soil of forested areas.",There is no evidence for any direct threats for the species in the near future. The ecology of the species is #understudied.,There is no conservation action regarding the species. Research activities are recommended on populations studies and distribution and on the ecology of the species.,This species is not used or traded.,"Triantis, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,extravaganta,,Yes,,DD,,NE,,"This species is known from empty shells found in floodline debris, hence it could have come from anywhere in the river catchment. Therefore we have no information on the extent of occurrence (EOO), area of occupancy (AOO), number of locations, population trend, etc. Therefore this species is assessed as Data Deficient (DD).",Unknown,"This species is known from northwestern Albania. Empty shells have been found in three locations in the debris of the River Drim, upstream of Koman. As only empty shells were found in fluvial debris so far, we do not know exactly where this species lives. It is impossible to determine the number of living subpopulations and area of occupancy (AOO), and even Extent of occurrence (EOO) are just roughly estimated. However, there is no reason to suppose that the Extent of occurrence (EOO), Area of occupancy (AOO) or the number of locations are declining or extremely fluctuating.","So far, only empty shells of this species have been found in fluvial debris. Therefore it is impossible to infer population trend.","This species was found only in floodline debris as empty shells, but based on knowledge of related species it is possible to infer that it occurs in the subterranean part of rocky (mostly limestone) habitats.","Potential threats to this species are destruction of the habitat by quarrying, urbanisation or road construction. Waste disposal sites can also have a negative impact on the species habitat through the leaching of chemicals. However, the destruction of the entire habitat is not very likely.",The species is not protected at a national level in Albania and other known  sites are out of protected areas. The geographic range of this species is not exactly known and there is not any data on the number of sub-populations. These are the points that should be studied and clarified first.,,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,zoltanorum,,Yes,,LC,,NE,,"This species seems to be endemic to North Albania. The number of known locations is more than five and as identified threats are not thought to be significant there is no reason to suppose that the extent of occurrence (EOO), area of occupancy (AOO), number of locations, number of subpopulations or the number of mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Least Concern (LC).",Stable,"This species lives in North Albania. There are known subpopulations from the following sites: Zall-Rec in the Lura Mountains, Gurri i Arrenit, Gurore in the Valbona valley and Nanshene in the Shent Mountains. Furthermore, empty shells of this species were also found in the fluvial debris of the Drin River, upstream of Komani (Subai 2008, HNHM Collection unpublished data). It is far from being well studied and new locations might be discovered in the future. There is no reason to suppose that the extent of occurrence (EOO), area of occupancy (AOO) or the number of locations are declining or extremely fluctuating.","Due to the hidden life of this species, there is no data on population trend, but there is no reason to suppose that the number of subpopulations or the number of mature individuals are declining or extremely fluctuating.",This species occurs in subterranean parts of rocky (mostly limestone) habitats.,"This species occurs in subterranean parts of rocky (mostly limestone) habitats. It is a potential threat to this species if the rocks are destroyed by quarrying or by other reasons such as from leaching from waste disposal sites. However, the total destruction of the whole habitat is not very likely, therefore this threat is mostly hypothetical.",    The species is not protected at national level in Albania. Its known sites are out of protected areas.  This is a recently discovered species. The geographic range of this species is not exactly known and there is hardly any data on its subpopulations. Any research activity should focus on these points. No conservation actions are required currently for this species.,,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,parreyssii,"The taxonomy of this species is complex and is not fully resolved yet. Fauna Europaea lists four subspecies: A. parreyssii parreyssii L. Pfeiffer, 1848, A. parreyssii armata Clessin, 1887, A.  parreyssii caesia Westerlund, 1876 [correctly: caesa] and A. parreyssii moldavica Grossu   Negrea, 1968. According to Subai (in prep.) A. armata and A. caesa are distinct species, and there are other undescribed forms which were previously associated with A. parreyssii. This assessment is following the Subai (in prep.) concept and only the taxon A. parreyssii sensu Subai is assessed.",Yes,Yes,LC,,LC,,"The taxonomy of this species is complex. This assessment is following Subai (in prep.), who considers this species to be present in Bulgaria, Greece and Romania. It is known from more than 40 locations, some of them are from fluvial debris. There are no major threats known for this species and it inhabits subterranean habitats, which are less affected by human impact, disturbance, ecosystem modifications, etc. It is possible that future studies will find further sub-populations, and now there is no reason to suppose that area of occupancy (AOO) or the number of mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Least Concern (LC).This species has also been assessed at the regional level as:EU27 regional assessment: Least Concern (LC) at the level of the 27 member states of the European Union.European regional assessment: Least Concern (LC).",Stable,"Fauna Europaea lists this species # from Romania, Serbia, Bulgaria and Hungary. This is however due to the different systematic concept. According to Subai (in prep.) A. parreyssii s. str. occurs throughout Bulgaria and in one part of Greece (between Xanthi and Drama). Fluvial debris data suggest that there is probably a subpopulation in the Southern Carpathians (Romania), too.Subai (in prep) records the species from more than 40 localities. Distribution records provided by Irikov and Georgiev (2008) and Grossu (1987) partly refer to other species.    Considering that most of the known locations have been discovered recently, it is probable that the species lives in several other locations, too. Its range is far from being well studied, and we see no reason to suppose that the extent of occurrence (EOO), area of occupancy (AOO) or the number of locations are declining or extremely fluctuating.","Due to the hidden life of this species, there are no data on population trend, but there is no reason to suppose that the number of subpopulations or the number of mature individuals are declining or extremely fluctuating. #","This species occurs in the subterranean part of rocky (mostly limestone) habitats, mainly in crevices (Deli 2010).","This species occurs in subterranean part of rocky (mostly limestone) habitats. It is a potential threat to this species if the rocks are destroyed by quarrying or by road construction or by other reasons such as leaching from waste disposal sites. However, the total destruction of the whole habitat is not very likely.   #","This species is of ""national conservation priority"" in Bulgaria (Irikov and Georgiev 2008) but its known sites are not currently protected.The taxonomy, the geographic range and the existing subpopulations of this species are not exactly known, therefore any research activity should focus on these points.   #",,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,grossui,,Yes,Yes,NT,,NT,,"This species is known from three locations and has an area of occupancy of 12 km2.  Quarries and road construction are potential threats, but they are  unlikely to impact the species on its entire range. Therefore the  species is listed as Near Threatened (NT), almost meeting criteria B.",Stable,"The species is endemic to a small area in the so9uth-western part of Romania, the known localities are around caves, between Baia de Aramă and the river Danube.","Due to the extremely hidden life of the species (finding a living specimens is impossible), # there are no data on population size and trends. However, there is no reason to suppose that the number of individuals declines or fluctuates.","This is a subterranean species, living in the cracks of limestone rocks, in the soil, between small pieces of stones, among roots.","This species occurs in subterranean part of rocky (limestone) habitats.   It is a potential threat to this species if the rocks are destroyed by   quarrying, by road construction or by other reasons. However the total   destruction of the whole habitat is not very likely, therefore this   threat is mostly „hypothetical”.","The species is not protected at national level in Romania, however most of the locations can be found within protected areas. More research is needed on the population and distribution of this species.",The species is not used.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,formosa,"According to the latest revision (Subai 2008), this species and Agardhiella biarmata are two distinct taxa. This view is in contradiction with Fauna Europaea, which considers these species as synonyms.",Yes,,LC,,NE,,"This species seems to be endemic to the Montenegrian coastal area. The number of known locations is more than five and there is no reason to suppose that the extent of occurrence (EOO), area of occupancy (AOO), number of locations, number of subpopulations or the number of mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Least Concern (LC).",Stable,"This species is endemic to the Montenegrian coast. The six known locations are the following: two locations near Igalo (Herceg-Novi), Kameno near Herceg-Novi, Njegusi near Kotor, Obodska pecina near Virpazar and 17 km W of Tudjemili in the Rumija Mts. (Subai 2008). This species is far from being well studied and new # locations might be discovered in the future. There is no reason to suppose that the extent of occurrence (EOO), area of occupancy (AOO), or the number of locations are declining or extremely fluctuating.Fauna Europaea indicates records for A. formosa from Bosnia-Hercegovina and Croatia, but these records refer to occurrences of A. biarmata, thus in fact A. formosa lives only in Montenegro.","Due to the hidden life of this species there are no data on population trend, but there is no reason to suppose that number of subpopulations or the number of mature individuals are declining or extremely fluctuating.",This species occurs in subterranean part of rocky (mostly limestone) habitats.,"This species occurs in the subterranean part of rocky (mostly limestone) habitats. It is a potential threat to this species if the rocks are destroyed by quarrying or by other reasons such as leaching from waste disposal sites. However, the total destruction of the whole habitat is not very likely, therefore this threat is mostly hypothetical at present.","The geographic range of this species is not exactly known and there is hardly any data on its subpopulations. First of all, research activity should focus on these points.    The species is not protected at national level in Montenegro and its known sites are out of protected areas.",,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,reinhardti,,Yes,Yes,NT,,NT,,"This species is known from eight locations and has an area of occupancy of 32 km2. Quarries and road construction are potential threats, but they are  unlikely to impact the species on its entire range. Therefore the  species is listed as Near Threatened (NT), almost meeting criteria B.",Stable,"According to Subai (2011), this species is endemic to south-western Romania. It is recorded from the Cerna valley and the neighbouring Mt. Domogled and several other valleys north and northeast of Baia de Aramă.","Due to the extremely hidden life of the species (finding a living specimens is impossible), # there are no data on population size and trends. However, there is no reason to suppose that the number of individuals declines or fluctuates.","This is a subterranean species, living in the cracks of limestone rocks, in the soil, between small pieces of stones, among roots.","This species occurs in subterranean part of rocky (limestone) habitats.    It is a potential threat to this species if the rocks are destroyed by    quarrying, by road contructions or by other reasons. However the  total   destruction of the whole habitat is not very likely, therefore  this   threat is mostly „hypothetical”.","The species is not protected at national level in Romania, however most of the locations can be found within protected areas (Domogled Cerna– valley National Park).",The species is not used.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,lamellata,,Yes,Yes,LC,,LC,,"The number of known locations of this species is at least five or six, and as there are no identified threats of significance there is no reason to suppose that the extent of occurrence (EOO), area of occupancy (AOO), number of locations, number of subpopulations or the number of mature individuals are declining or extremely fluctuating. Therefore, it is assessed as Least Concern (LC).This species has also been assessed at the regional level as:EU27 regional assessment: Least Concern (LC) at the level of the 27 member states of the European Union.European regional assessment: Least Concern (LC).",Stable,"Fauna Europaea indicates that this species is from Albania, however this data is thought to be incorrect (Fehér and Erőss 2009). The occurrence in Serbia is also doubtful. In the opinion of Subai (in prep.) this species occurs only in Romania. The Hungarian record is from fluvial debris so its place of origin is uncertain.Known locations: Kercesora in the Olt valley, Orlat West of Sibiu (Soós 1943), Olt valley, Bistrita valley, and Costesti in the Southern Carpathians (Munkácsy Museum Békéscsaba, unpublished data). The species is far from being well studied and new locations might be discovered in the future. There is no reason to suppose that the extent of occurrence (EOO), area of occupancy (AOO) or the number of locations are declining or extremely fluctuating.   #","Due to the hidden life of this species, there are no data on the population trend, but there is no reason to suppose that the number of subpopulations or the number of mature individuals are declining or extremely fluctuating.",This species occurs in the subterranean part of rocky (mostly limestone) habitats.,"This species is found in the subterranean part of rocky (mostly limestone) habitats. It is a potential threat to this species if the rocks are destroyed by quarrying or by road construction or by other reasons such as leaching from waste disposal sites. However, the total destruction of the whole habitat is not very likely and therefore this threat is mostly hypothetical.   #","The species is not protected at national level in Romania. All known sites are probably outside of protected areas. The geographic range of this species is not exactly known, therefore any research activity should focus on that. No conservation actions are currently required.",,"Feher, Z."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,crassilabris,,Yes,Yes,NT,,NT,,"This species is known from four locations and has an area of occupancy of 16 km2. Quarries and road construction are potential threats, but they are unlikely to impact the species on its entire range. Therefore the species is listed as Near Threatened (NT), almost meeting criteria B.",Stable,The species lives in the south-western part of Romania. This endemic species has a very narrow range (Baia de Aramă-Tismana-Motru Sec region).,"Due to the extremely hidden life of the species (finding a living specimens is impossible), # there are no data on population size and trends. However, there is no reason to suppose that the number of individuals declines or fluctuates.","This is a subterranean species, living in the cracks of limestone rocks, in the soil, between small pieces of stones, among roots.","This species occurs in subterranean part of rocky (limestone) habitats.  It is a potential threat to this species if the rocks are destroyed by  quarrying, by road construction or by other reasons. However the total  destruction of the whole habitat is not very likely, therefore this  threat is mostly „hypothetical”.",The species is not protected at national level in Romania. More research is need on the distribution and population of this species.,The species is not used.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,macrodonta,,Yes,,LC,,LC,,"This species lives within a relatively wide range. There are only a few known subpopulations, but due to the hidden life of the species, this number is probably underestimated. Therefore, it is assessed as Least Concern (LC).",Stable,"According to P. Subai (2011), this species is known from the west to north-west of Bulgaria and the east of Serbia. There are two geographically close records known from Greece (Macedonia). The gap between both areas may be an artefact due to missing collection efforts.","Due to the hidden life of this species, there are no data on population trend, but there is no reason to suppose that number of subpopulations or the number or mature individuals are declining or extremely fluctuating.",This species occurs in subterranean part of rocky (mostly limestone) habitats.,"This species occurs in subterranean part of rocky (mostly limestone) habitats. It is a potential threat to this species if the rocks are destroyed by quarrying, by road construction or by other reasons. However the total destruction of the whole habitat is not very likely, therefore this threat is mostly „hypothetical”","The species is not protected in the countries where it occurs, but some of the subpopulations may occur in protected areas. The geographic range and the existing subpopulations of this species is not exactly known, therefore research activity should focus on these points.",The species is not used.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,tunde,,Yes,Yes,VU,D2,VU,D2,"This species is known from three locations and has an area of occupancy of 12 km2.  Quarries and road construction are potential threats, but they are  unlikely to impact the species on its entire range. Therefore the  species is listed as Vulnerable (VU) D2.",Stable,"According to the original description (Deli 2010), the species is known from a narrow range between Valcele and Parvulesti, situated in the southern limestone region of the Valcan Mountains, Southwestern Romania.","Due to the hidden (subterranean) life of this species, there are no data on population trend, but there is no reason to suppose that number of subpopulations or the number or mature individuals are declining or extremely fluctuating.","This is a subterranean species, living in the cracks of limestone rocks, in the soil, between small pieces of stones, among roots.","This species occurs in subterranean part of rocky (mostly limestone) habitats. It is a potential threat to this species if the rocks are destroyed by quarrying, by road construction or by other reasons. However the total destruction of the whole habitat is not very likely, therefore this threat is mostly „hypothetical”.","It is a recently described species, and not protected in Romania at national level.",The species is not used.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,domokosi,This is a recently described species (Subai 2011).,Yes,Yes,LC,,LC,,"The species has a relatively large distribution area and the habitat of the species is not effected directly by human activity, therefore it is assessed as Least Concern (LC).",Stable,"This species is endemic to the south-west of Romania, and is mainly recorded between both shores of river Mureş between Deva and Arad, and between the Danube and the Reşiţa (Subai 2011).","The species has a very hidden (subterranean) lifestyle. We have no information on population trends, but there is no reason to assume that the population is unstable or extremely fluctuating.",The species has a very hidden (subterranean) lifestyle.,The habitat of the species is not affected directly by human activity and therefore the species is not thought to be facing any specific threat.,"The species is not protected at national level in Romania, but some of the sub-populations may inhabit protected areas.",The species is not used.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ARGNIDAE,Agardhiella,langaleta,This is a recently described species (Subai 2011).,Yes,Yes,NT,,NT,,"This species is only known from the type locality. However, the habitat of the species is not affected directly by human activity. Therefore, it is assessed as Near Threatened (NT), almost meeting criteria B.",Stable,"This species is endemic to Bulgaria. Until now, it is only recorded from the Iskar valley between Lakatnik and Ljutibrod (ca. 50 km north of Sofia) (Subai 2011).","The species has a very hidden (subterranean) lifestyle. We have no information on population trends, but there is no reason to assume that the population is unstable or extremely fluctuating.","The species has a very hidden (subterranean) lifestyle. We have no information on population trends, but there is no reason to assume that the population is unstable or extremely fluctuating.",The habitat of the species is not effected directly by human activity.,The species is not protected at national level in Bulgaria.,The species is not used.,"Pall-Gergely, B."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,saulcyi,,Yes,Yes,CR,B2ab(iii),CR,B2ab(iii),"This species is assessed as Critically Endangered (CR) B2ab(iii), as it has a restricted range (one location and an area of occupancy of 8 km2), with a small population which is currently threatened as a result of military activities, as it lies within a military training area, with future threats from urban expansion if the military training area designation is removed. Recommended conservation actions include the designation of a 'reserva natural' for the species. #  The criteria for the assessment now reflect the small range and the criteria used in 1996 were incorrect.",Unknown,"This species is endemic to the Canary Islands, where it is only found on Gran Canaria, on the peninsula of La Isleta at 4 sites: El Confital, Mont el Faro, Montana del Vigio and Malpais [UTM 28RD5510].","Population trend information is not available. There are few live specimens known (Groh, pers. comm., 2010)",This is a ground-dwelling species found in typical lowland canary island vegetation often under stones or within stone walls.,The major threat comes from habitat destruction as the result of military activities within the military range. In the future there are proposals to remove the military range and use the site for urban expansion.,The habitat requires conservation in order to protect the species. Further data would be required for long-term monitoring of the habitat trends. This species is listed as Critically Endangered on the Spanish Red List by Verdu and Galante (2009) and is on the register of Endangered Species for Canary Islands. Actions recommended include the provision of a protected area from Monte del Faro to Montana Colorada.,There is no known trade in this species.,"Groh, K. Alonso, R."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,ethelema,,Yes,Yes,DD,,DD,,"There is insufficient information on distribution, population size and population trends to assess this species against IUCN Red List criteria. There are no published records since 1932. Consequently it is assessed as Data Deficient.",Unknown,"This species is endemic to Gran Canaria. Numerous synonyms were #given by Mabille in 1882 and 1883 for the Gran Canaria population,  #but without localized data (except for Helix bathycoma – Telde). Therefore it is possible that the species was formerly more widespread in cultivated areas and the Piso basal (Odhner 1932 mentions Lomos de Catola, Jinamar, Telde and Agüimes). However, there have been no publications since 1932, and the taxon was not not refound or mentioned by Ibanez and his colleagues, not found by K. Groh (K. Groh, pers. comm., 2011).",There is no information on population size and trend.,The species was reported from cultivated areas and temperate shrubland (Piso basal).,There is no information on threats.,There is no information on conservation actions.,The species is not used.,"Groh, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,incisogranulata,,Yes,Yes,NT,,NT,,"This species is endemic to the island of Tenerife. It is known from the  eastern parts of the island, but the distribution area is fragmented. The area of occupancy is 20 km2 and it is known from five locations. However, there are no major threats to this species and approximately half of the known number of sub-populations are under local conservation schemes. It is therefore considered to be Near Threatened (NT), almost meeting criteria B.",Stable,"This species is endemic to the island of Tenerife. It is known from the eastern parts of the island, but the distribution area is fragmented. This species is recorded from five locations and 12 sites with an extent of occurrence (EOO) of 250 km2, and an area of occupancy (AOO) of 15 km2.",The size and trend within the subpopulations are assumed to be stable.,This species lives in the dry temperate shrub vegetation (Piso basal).,There are no major threats to this species.,Approximately half of the known number of subpopulations are under local conservation schemes.,This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,planorbella,,Yes,Yes,DD,,DD,,"The only known published location is in Bank et al. (2002) at Barranco Argaga near Vallehermoso. There are no known threats, however, this site has not been re-discovered since. Therefore, it is assessed as Data Deficient (DD), until the locality can be re-discovered.",Unknown,"This species was described by Lamarck (1816) from “Porto-Rico” due to Maugé’s given data (Mermod 1951) and as Helix villiersi by d’Orbigny in 1839 as an endemic La Gomera species. The status of H. planorbella as the elder name was later rectified by L. Pfeiffer (in Mon. Hel. IV and Novitates I). There were no details on the distribution given. The only known published location is in Bank et al. (2002) at Barranco Argaga near Vallehermoso. However, this site has not been re-found or mentioned by Ibanez and his colleagues, nor found by Klaus Groh (K. Groh, pers. com., 2011).",There is no information on population trend.,There is no information on the species' habitat preferences.,Any threats to this species are unknown.,"Research is recommended to attempt to re-discover the population mentioned in Bank et al. (2002). If this site is re-discovered conservation actions may be required if the site is at risk, unless further sites are found.",This species is not used.,"Groh, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,inutilis,,Yes,Yes,VU,B2ab(iii),VU,B2ab(iii),"This species is endemic to the north-eastern coast of Tenerife, where it is very localized to about 7 locations which are scattered because of urban development on the coast, so the species range has become fragmented. It is impacted by multiple threats in the region: urban developments, road construction and quarrying. The two more localised threats of quarrying and road construction impact severely the species with lost populations, but within smaller more defined areas.The species has been assessed as Endangered (EN B2ab(iii)).",Decreasing,"This species is endemic to the north-eastern coast of Tenerife, where it is very localised to about 7 locations  #(9 sites) which are quite scattered localities because of urban development on the coast, so the species range has become fragmented (Ibanez et al. 1987).",The population trend is thought to be decreasing based on loss of habitat.,"This species occurs on lowland vegetation on canary islands and within malpais, volcanic tubes.","The major threats includes habitat loss through urbanisation, road construction, tourist recreation areas and quarrying of the habitat for roadstone.",The habitat of this species should be protected.,This species is not used.,"Groh, K. Alonso, R."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,quadricincta,"There are two described sub-species: Hemicycla quadricincta quadricincta and H. quadricincta subaucta Wollaston, 1878.",Yes,Yes,NT,,NT,,"This species is endemic to south-eastern La Gomera in the area of San Sebastian. Its range is restricted and it is threatened by the extension of the city of San Sebastian. It is therefore considered as Near Threatened (NT), almost meeting criteria B.",Stable,"This species is endemic to south-eastern La Gomera in the area of San Sebastian. H. quadricincta quadricincta is known from the lowlands and H. quadricincta subaucta Wollaston, 1878 from higher elevations on the south-eastern slope of Cumbre. Neiber et al. (2011) found it from the same region (Las casetas and Lomo de las Nieves) and give detailed genetic analysis of these two specimens. Bank et al. (2002) features specimens from Alajeró. Also, Klaus Groh found several sites around San Sebastian. The extent of occurrence is estimated to be less than 60 km² and the extent of occurrence is thought to be less than 20 km².",The population is presumed to be stable.,This species is known from temperate shrubland areas (Piso basal).,The main threat to this species is the increased urbanisation of San Sebastian.,There are no conservation measures for this species.,This species is not used.,"Groh, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,bethencourtiana,,Yes,Yes,NT,,NT,,"This species is endemic # to the central western coast of the island of Tenerife, but it is widespread. Its population size is declining due to quarrying, urbanisation, tourist infrastructure and road construction. Monitoring of this species is recommended. The decline of habitat qualifies this species for Near Threatened, almost meeting criteria B.",Decreasing,"This species is endemic to the central western coast of the island of Tenerife, where it is widespread.",The population size is declining due to ongoing threats.,This species lives in the dry temperate shrub vegetation (Piso basal).,"Potential threats to this species are destruction of the habitat by quarrying, urbanisation, tourist infrastructure and road construction. However the destruction of the entire habitat is not likely but should be monitored carefully.","There is no conservation action in place for this species. Monitoring of this species is recommended. # Wells and Chatfield (1992) noted that this species was Least Concern in their review of the status of the European Fauna, hence the status of this species is in decline.",This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,paeteliana,,Yes,Yes,CR,B2ab(iii),CR,B2ab(iii),"This species is restricted to the island of Fueteventura, Canary Islands, where it is found on the Jandia peninsular. It has a restricted range (area of occupancy = 8 km2) and is found in a single location, with a small population which is currently threatened as a result of impact of goats disturbing the habitat and recreational use by tourists. Future threats include hotel developments. Recommended conservation actions include the designation of a 'reserva natural' for the species, removal of goats and restricted access to the region for tourism. This species is therefore considered as Critically Endangered (CR) B2ab(iii).",Decreasing,"This species is restricted to the island of Fueteventura, Canary Islands, where it is found on the Jandia peninsular.",This species is suffering decline in known populations.,"This ground-dwelling species is found in montane canary island vegetation under rocks, in crevices and feeds on lichens.","One of the major threats is the overgrazing and trampling by goats which is leading to habitat destruction. Tourism is also of concern, as the jeep and walking tours take place over this peninsular. Future threats include tourist developments including hotel construction and road linkages, but these developments have not yet commenced.","This species is listed as Endangered in the Spanish National Red List #(Verdu and Galante 2009), but there is no legal protection for this species. #Conservation of the habitat and control of goats are proposed actions to conserve the species. There is also a need to limit recreational use by tourists to special paths and maintain non-access areas.",This species is not used.,"Groh, K. Alonso, R."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,flavistoma,,Yes,Yes,LC,,LC,,"Although this species has a relatively restricted distribution, there are no known threats to the species. The island where it occurs is closed by the military and no access is allowed for the public. It is therefore considered to be Least Concern (LC).",Unknown,This species is endemic to the island of Alegranza north of Lanzarote. This species is recorded from one location and 10 sites on the whole island.,There are no data on the population size or trend.,This species lives in the dry temperate shrub vegetation (Piso basal).,There are no threats to this species known.,The complete distribution area of this species is under local conservation schemes.,This species is not used.,"Groh, K. Neubert, E."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,gomerensis,,Yes,Yes,DD,,DD,,"There is insufficient information on distribution, population size and trend and threats to be able to assess this species in any category other than Data Deficient (DD).",Unknown,"This species is endemic to La Gomera, although there are no precise data regarding localities where it has been found. It was found by Paiva in the mid 1850s and described in 1864; it is only mentioned later by Mousson in 1872 and Wollaston in 1878. This species was not not refound or mentioned by Ibanez and his colleagues, not found by K. Groh (K. Groh, pers. comm., 2011).",There is no information available.,There is no information available.,There is no information available.,There is no information available. Research is recommended to attempt to re-discover the species.,This species is not used.,"Groh, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,glasiana,,Yes,Yes,LC,,LC,,A widespread and common species that is not facing any major threats; it is assessed as Least Concern.,Stable,This species is endemic to Gran Canaria #where it is widespread and common in a range of different habitats and altitudes. It is found at several locations with many sites. AOO is estimated to be greater than 300 km².,"A common species, population trend is believed to be stable.",It is found in a range of different habitats from Piso basal to the local pine forests (Pinar).,"Although there may be some localised impacts in cultivated and inhabited areas, these are not considered to be threats to the species.",There is no information on conservation actions.,This species is not used.,"Groh, K."
ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICIDAE,Hemicycla,consobrina,,Yes,Yes,LC,,LC,,This species is relatively widespread and there is no threat known to this species. It is therefore considered to be Least Concern (LC).,Stable,This species is endemic to the northeaster area of the island of Tenerife.,The size and trend within the subpopulations are supposed to be stable.,"This species lives in the dry temperate shrub vegetation (Piso basal), Laurel forests (Laurisilva) and Fayal-Brezal.",There are no major threats to this species .,Major parts of the subpopulations are under local conservation schemes.,This species is not used.,"Groh, K. Neubert, E."
