Kingdom,Phylum,Class,Order,Family,Genus,Species,Taxonomic Authority,European regional Red List Category,Endemic to Europe,European regional Red List Criteria,EU28 regional Red List Category,EU28 regional Red List Criteria,Endemic to EU28,Population Trend,Red List Assessors,Red List Contributors,Red List Reviewers,Taxonomic Notes,Rationale of the Red List Category,Population,Range,Habitat,Use and Trade,Threats,Conservation Actions
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pycnogaster,inermis,"(Rambur, 1838)",LC,Yes,,LC,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Unarmed Saddle Bush-cricket (Pycnogaster inermis) is endemic to southern Spain. This species is assessed as Least Concern since it is quite common and the population size is probably very large. However, climate change poses a threat to this species by shifting its preferred habitat upwards. These effects need to be studied in more detail, and research is also needed into the distribution, population trend and ecology of this species.",The population trend of this species is unknown. The species is quite common but its subpopulations are small (Pascual and Barranco 2013). The overall population size is probably very large.,"The Unarmed Saddle Bush-cricket is endemic to southeastern Spain. This species' extent of occurrence (EOO) is ca 4,400 km² and its known area of occupancy (AOO) is 60 km² with an upper estimate of 500 km².","The species has been found in mountain pastures in associations of cold- and dry-resistant plants (Pinedo and Llorente 1986). It occurs at altitudes between 1,000 m and 2,600 m Asl.",The species is not utilised.,Global warming may affect the species by shifting its preferred habitat upwards. Habitat loss can lead to fragmentation of the population resulting into small subpopulations with little possibility of genetic exchange between them (Pascual and Barranco 2013).,"There are no conservation measures in place for this species, but it occurs within protected areas. Research is needed into its threats, distribution, population trend and ecology of this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pycnogaster,jugicola,"Graells, 1851",LC,Yes,,LC,,Yes,Unknown,"Ferreira, S., Barat, J., Barranco Vega, P., Clemente, M., Correas, J., García, M., Hochkirch, A., Lemos, P., Odé, B., Presa, J.J. & Prunier, F.","Barros, F. & Kranz, M.","Chobanov, D.P. & Cálix, M.",,The Fat-bellied Saddle Bush-cricket (Pycnogaster jugicola) is endemic to the Iberian Peninsula. This species is assessed as Least Concern since it has a wide distribution along the central Iberian mountain ranges and it is not considered rare. Usually several specimens are found within a small area.,"There is no complete data regarding the population size of this species, and the population trend is unknown. Usually several specimens are found within a small area and the species is not considered rare. Subpopulations are isolated and contact between them is limited, since the species is flightless.","The Fat-bellied Saddle Bush-cricket is endemic to the central Iberian mountain ranges in Spain and Portugal (Pinedo and Llorente 1986, Pfau and Pfau 1995). This species' extent of occurrence (EOO) is ca 65,500 km².",The species is found in shrublands and grasslands mixed with shrubs of Juniperus and Cytisus spp. (Pinedo and Llorente 1986).,The species is not utilised.,"Climate change may affect the species, as it occurs mainly near the mountain tops. In addition, it might be affected by wildfires at local scale.","There are no conservation measures in place for this species, but it is present in protected areas (Pinedo and Llorente 1986). Research is needed to clarify species boundaries between Pycnogaster jugicola and P. cuccullatus, to obtain better data on the species' distribution, population trend and ecology. Additional research into the threats to this species is also recommended."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pycnogaster,sanchezgomezi,"Bolívar, 1897",NT,Yes,,NT,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"Sanchez Gomez's Saddle Bush-cricket (Pycnogaster sachezgomezi) is endemic to eastern Spain. This species is assessed as Near Threatened since it has a restricted geographic range (area of occupancy (AOO) is smaller than 1,000 km²), and the population is severely fragmented; thus making it close to qualifying for a threatened category under Criterion B. In some areas, goat overgrazing and construction of greenhouses lead to a decrease of the species' preferred habitat, but the habitat is not thought to be undergoing a continuing decline. Further research is needed into the distribution, population trend and threats to this species.","The population size and trends for this species are unknown. The species can be locally abundant but in general it is rare and its population is considered severely fragmented as subpopulations are very small and isolated with probably no genetic exchange between them, and may go extinct with reduced probability of recolonisation.","Sanchez Gomez's Saddle Bush-cricket is endemic to eastern Spain. This species' extent of occurrence (EOO) is ca 71,000 km² and its known area of occupancy (AOO) is 112 km² with an upper estimate of 1,000 km².","This species is found in dry pastures, low thorny scrubs and hedgehog heaths (Pardo et al. 1993). It is found from sea level up to 1,800 m Asl.",The species is not utilised.,"In some areas, goat overgrazing and construction of greenhouses lead to a decrease of the species' preferred habitat, but the habitat is not thought to be undergoing a continuing decline.","There are no specific conservation measures in place for this species, but it is present within a number of protected areas. Further research is needed into the distribution, population trend and threats to this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Pycnogaster,valentini,"Pinedo, 1987",NT,Yes,,NT,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"Valentin's Saddle Bush-cricket (Pycnogaster valentini) is endemic to central Spain, where it is known from very few localities. This species is precautionarily assessed as Near Threatened since it has a very small geographic range (extent of occurrence (EOO) is ca 15,300 km², known area of occupancy (AOO) is 28 km² with an upper estimate of 100 km²), and the population seems to be severely fragmented; thus making it close to qualifying for a threatened category under Criterion B. Further research is needed into its distribution, population trend, ecology and threats.","The population size and trend of this species are unknown since only a few specimens have been recorded so far. The population seems to be severely fragmented as subpopulations are very small and isolated, and may go extinct with reduced probability of recolonisation.","Valentin's Saddle Bush-cricket is endemic to central Spain, where it is known from very few localities. This species' extent of occurrence (EOO) is ca 15,300 km² and its known area of occupancy (AOO) is 28 km² with an upper estimate of 100 km².",This species has been found on high Cytisus shrubs at altitudes between 400 m and 820 m Asl (Llucià Pomares and Fernández Ortín 2014).,The species is not utilised.,The threats to this species are unknown.,"There are no conservation measures in place for this species, but it occurs in protected areas. Further research is needed into its distribution, population trend, ecology and threats."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Roeseliana,azami,"(Finot, 1892)",VU,Yes,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",VU,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",Yes,Decreasing,"Braud, Y., Hochkirch, A., Roesti, C., Fontana, P., Monnerat, C., Presa, J.J., Rutschmann, F., Zuna-Kratky, T. & Dusoulier, F.","Danielczak, A.","Willemse, L.P.M. & García, M.",,"The French Meadow Bush-cricket (Roeseliana azami) is endemic to France, where it inhabits wetlands at low altitudes. The species is rather common in the Camargue wetlands, but rare outside of them. Direct human impacts like urbanisation and agricultural intensification are causing a slow continuing decline, although the species has the capacity to take refuge in degraded habitats like roadside ditches. The easternmost populations in Hérault are considered to have become extinct. As the extent of occurrence (EOO) covers c. 20,000 km² and the area of occupancy (AOO) covers probably around 2,000 km², the population is considered severely fragmented and it is experiencing a continuing decline in the EOO, AOO, area, extent and quality of the habitat, and the number of subpopulations and mature individuals, it is assessed as Vulnerable (VU) .","Roeseliana azami is considered to be rather common in the Camargue area, but most of the other subpopulations are very small and isolated (côte d'Azur, alluvial Calavon/Encreme or Tricastin subpopulations). The population is fragmented in more than 50% of the range, and it is considered to be severely fragmented since the subpopulations are small and isolated, and may go extinct with a reduced probability of recolonization. The easternmost populations in Hérault department are considered to be extinct.There is no information available on the population size and trend, but an overall continuing decline is inferred from the current threats.","The French Meadow Bush-cricket is endemic to France, where it is widespread from Languedoc (Gard and formerly Hérault) to the western Côte d'Azur (Fréjus) (Defaut et al. 2009, Jaulin et al. 2011). It is found at low altitudes, and it is predominantly known from the Camargue and other coastal wetlands (Fréjus, Sainte-Maxime, Etang de Berre), but it has also been reported further inland at the Aix-en-Provence basin and along various river valleys (Rhône, Durance, Calavon, Argens). The extent of occurrence (EOO) covers c. 20,000 km² and the area of occupancy (AOO) covers around 2,000 km².","Roeseliana azami lives at low altitudes from sea level to 330 m in open and wet habitats, including various wet meadows with tall grasses, marshes, open reed beds and alluvial wetlands. It is also present on roadside ditches, but seems to avoid salt water ecosystems.",The species is not utilised.,"Roeseliana azami lives on coastal and plain wetlands. Thus the impact of threats like urbanisation and agricultural intensification have been significant during the last century. The same threats still exist nowadays, even if they are causing a slower decline. Additionally, changes in water management like drainage is a major threat to this species, since it results on a reduction in the amount of suitable habitat.","There are no conservation actions in place for Roeseliana azami, but the species occurs in protected areas like the Camargue and Vigueirat National Reserve. The species was assessed as ""priority 2"" (equivalent to Vulnerable) in France (Sardet and Defaut 2004). Monitoring the population size and trend of the species is needed, together with research on its life history and ecology."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Sabaterpia,hispanica,"(Kollar, 1853)",EN,Yes,"B2ab(ii,iii,iv,v)",EN,"B2ab(ii,iii,iv,v)",Yes,Decreasing,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Iberian Saddle Bush-cricket (Sabaterpia hispanica) is very rare and restricted to the southern Iberian Peninsula. This species is assessed as Endangered since its area of occupancy (AOO) is 8 km² with an upper estimate of 100 km², the population is severely fragmented, and there is a continuing decline in the AOO, number of subpopulations, extent and quality of the habitat as well as in the number of mature individuals due to intensification of agriculture and pesticide use. Further research is needed into the distribution, population trend, ecology and threats to this poorly-known species. It is necessary to avoid pesticides and conserve its habitat in order to avoid any further population declines.","This species is very rare and most records date back almost 100 years. The population is severely fragmented since subpopulation are small, separated by large distances, and may go extinct with a reduced probability of recolonisation. The current population trend is decreasing as a result of the ongoing intensification of agricultural land use (J. Barat pers. comm. 2016).","The Iberian Saddle Bush-cricket is endemic to southern Spain. It has been cited from Portugal, but the latter record has not been confirmed (Barat 2012) and is thus disregarded here. This species' extent of occurrence (EOO) is ca 37,000 km², and its area of occupancy (AOO) is 8 km² with an upper estimate of 100 km².",The species has been collected on high shrubs in arid places (Peinado de Diego 1984). It has been found within a sunflower field in Sevilla (Biodiversidad Virtual 2016) and it occurs at altitudes between 10 m and 769 m Asl.,The species is not utilised.,Intensification of agriculture can pose a threat to this species. It may also be affected by pesticides (J. Barat pers. comm. 2016).,"There are no specific conservation measures in place for this species and it is unknown, whether it is present in any protected areas. Further research is needed into the distribution, population trend, ecology and threats to this poorly-known species. It is necessary to avoid pesticides and conserve its habitat to avoid any further population declines."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Sabaterpia,paulinoi,"(Bolívar, 1877)",DD,Yes,,DD,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"Paulino's Saddle Bush-cricket (Sabaterpia paulinoi) is only known from an undetermined locality in Granada, southern Spain. Only the type specimens, one male and one female, are known. This species is assessed as Data Deficient due to its unknown provenance and the lack of information on its distribution, population size and trend, ecology and threats. Further research is needed on this species in order to determine its extinction risk.",There is no available information on the population size and trends of this species.,"Paulino's Saddle Bush-cricket is only known from an undeterminedlocality in Granada, southern Spain. Only the type specimens, one male and one female, are known. This species' known extent of occurrence (EOO) and area of occupancy (AOO) are therefore 4 km².",Nothing is known about the habitat or ecology of this species except one reference of its presence on Genista sp. (Peinado de Diego 1990).,The species is not utilised.,The threats to this species are unknown.,"There are no conservation measures in place for this species and it is unknown, whether it is present within any protected areas. Research is needed into the distribution, population size and trend, ecology and threats to this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Steropleurus,andalusius,"(Rambur, 1838)",LC,Yes,,LC,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Andalusian Saddle Bush-cricket (Steropleurus andalusius) is endemic to southeastern Spain. This species is assessed as Least Concern since it is common and found in a variety of habitats. However, wildfires and the use of pesticides can pose a threat to this species, and further research is required into the threats and population trend.",The population trend of this species is unknown. It has been referred to be sometimes abundant and common.,"The Andalusian Saddle Bush-cricket is endemic to southeastern Spain. This species' extent of occurrence (EOO) is ca 120,000 km² and its area of occupancy (AOO) is 144 km²with an upper estimate of 1,500 km².","The species has been collected in various habitats, such as untilled fields, arid pastures, short and tall shrubs and cropsof fruit trees. It has been found in pine branches feeding on eggs of the Pine Processionary (Thaumetopoea pityocampa) caterpillar (López-Sebastián et al. 2004). It occurs at altitudes between 10 m and 2,280 m Asl.",The species is not utilised.,"Wildfires and the use of pesticides can pose a threat to this species, although their effects have not been studied in detail.","There are no specific conservation measures currently in place for this species, but it occurs in a number of protected areas. Further research is required into the population trend and into the threats to this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Steropleurus,brunnerii,"(Bolívar, 1877)",DD,Yes,,DD,,Yes,Unknown,"Ferreira, S., Barat, J., Barranco Vega, P., Clemente, M., Correas, J., García, M., Hochkirch, A., Lemos, P., Odé, B., Presa, J.J. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"Brunner's Saddle Bush-cricket (Steropleurus brunnerii) has been recorded from several areas scattered over the Iberian Peninsula. This species is assessed as Data Deficient due to the lack of data on its population size, trend and threats. Further research is needed into its taxonomy in light of current knowledge of the tribe Ephippigerini, and to determine the extinction risk of this bush-cricket.","There is no available information on the population trend of this species, but it is locally abundant (J. Barat pers. comm. 2016).","Brunner's Saddle Bush-cricket has been recorded from several areas scattered over the Iberian Peninsula (Peinado de Diego 1990), yet, a revision of those records has to be conducted in the light of current knowledge of the tribe Ephippigerini (Barat 2012). This species' currently estimated extent of occurrence (EOO) is ca 322,000 km².","The species can be found in croplands and shrublands, namely of Retama sp. (Peinado de Diego 1990), but also on tall grasses (J. Barat pers. comm. 2016).",The species is not utilised.,The threats to this species are unknown.,"There are no conservation measures in place for this species, but it has been recorded from protected areas. Research is needed into its taxonomy, distribution, population trend, ecology and threats."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Steropleurus,castellanus,"(Bolívar, 1878)",DD,Yes,,DD,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Castilian Saddle Bush-cricket (Steropleurus castellanus) is known from a single female specimen recorded from the Burgos province in Spain. It has never been documented again since its discovery and is therefore very poorly known. This species is assessed as Data Deficient to due lack of data on its distribution, population size and trend, ecology and threats. Further research is needed on this species in order to determine its extinction risk.",There is no available information on the population size and trend of this species.,"The Castillian Saddle Bush-cricket is known from a single female specimen recorded from the Burgos province in Spain (Peinado de Diego, 1990). It has never been documented again since its discovery.",There is no information about the habitat or ecology of this species.,The species is not utilised.,The threats to this species are unknown.,"There are no conservation measures in place for this species and it is unknown, whether it occurs in any protected areas. Research is needed into its distribution, population size and trend, ecology and threats."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Steropleurus,flavovittatus,"(Bolívar, 1878)",LC,Yes,,LC,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Yellow-striped Saddle Bush-cricket (Steropleurus flavovittatus) is endemic to the southern half of the Iberian Peninsula. This species is assessed as Least Concern since, although it is rarely recorded, its population size is probably large. It is found in Mediterranean shrubland, which is a very common habitat in its area of occurrence.","The population size and trend of this species are unknown. In addition to a few specimens that have been recorded before 1932, there are some recent records (Heller 1988, Biodiversidad Virtual 2016). The population size is probably large since it is found in a very common habitat (Mediterranean shrubland).","The Yellow-striped Saddle Bush-cricket is endemic to the southern half of the Iberian Peninsula. This species' extent of occurrence (EOO) is ca 110,000 km² and its known area of occupancy (AOO) is 64 km².","The species inhabits Mediterranean shrublands (Peinado de Diego 1990) with Compositae (Asteraceae) plant species, a very common habitat in its area of occurrence. It is found from sea level up to 1,200 m Asl.",The species is not utilized.,The threats to this species are unknown.,"There are no specific conservation measures in place for this species, but it occurs in protected areas. Research is needed on the distribution, population trend, ecology and threats to this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Steropleurus,obsoletus,"(Bolívar, 1898)",DD,Yes,,DD,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Shabby Saddle Bush-cricket (Steropleurus obsoletus) is endemic to Spain and it is only known from its type specimen, a male from El Molar in the province of Madrid. This species is assessed as Data Deficient since the type specimen is probably a misidentification of an exceptionally large specimen of S. brunerii, and due to the lack of data on its distribution, population size and trend, ecology and threats.",There is no available information on the population size and trend of this species.,"The Shabby Saddle Bush-cricket is endemic to Spain and it is only known from its type specimen, a male from El Molar in the province of Madrid, central Spain, found at 850 m Asl. This species' known area of occupancy (AOO) is 4 km².","Little is known about the habitat or ecology of this species. Presumably, it is found in arid shrubland and uncultivated areas (Peinado de Diego 1990).",The species is not utilised.,The threats to this species remain unknown.,"There are no conservation measures in place for this species and it has not been recorded from any protected areas. The type specimen is probably a misidentification of an exceptionally large specimen of S. brunerii (J.R. Correas pers. comm. 2016). Further research is needed into its distribution, population size and trend, ecology and threats"
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Steropleurus,pseudolus,"(Bolívar, 1878)",LC,Yes,,LC,,Yes,Unknown,"Ferreira, S., Barat, J., Barranco Vega, P., Clemente, M., Correas, J., García, M., Hochkirch, A., Lemos, P., Odé, B., Presa, J.J. & Prunier, F.","Barros, F. & Kranz, M.","Chobanov, D.P. & Cálix, M.",,"Pseudolus' Saddle Bush-cricket (Steropleurus pseudolus) is found in the southwestern part of the Iberian Peninsula. This species is assessed as Least Concern since it can be locally abundant, some of its subpopulations seem to be large, and no major threats to it have been reported.",This species can be locally abundant and some subpopulations seem to be large. The population trend is unknown.,"Pseudolu's Saddle Bush-cricket is known from a limited number of records from the southwestern Iberian Peninsula (Peinado de Diego 1990). This species' extent of occurrence (EOO) is ca 85,000 km².","The species inhabits grassland with shrubs, shrubland (J. Correas pers. comm. 2016), open forest and dehesa pastures (P. Lemos pers. comm. 2016).",The species is not utilised.,No major threats to this species have been reported.,"There are no conservation measures in place for this species, but it occurs in protected areas. Research is needed on its distribution, population trend, ecology and threats."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Steropleurus,recticarinatus,"(Llorente del Moral, 1980)",LC,Yes,,LC,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Straight-keeled Saddle Bush-cricket (Steropleurus recticarinatus) is endemic to Spain and listed as Least Concern since its habitat is common and no major threats to it have been reported. However, further research is needed on its population size and trend.",The population size and trend of this species are unknown. Only a few specimens have been recorded so far from a restricted area. A second subpopulation was recently reported from Rio Tinto(Biodiversidad Virtual 2016).,"The Straight-keeled Saddle Bush-cricket is endemic to the province of Huelva in southern Spain. Only two subpopulations are known, one in Doñana National Park and its surrounding area and another in Rio Tinto. This species' extent of occurrence (EOO) is ca 1,760 km² and its area of occupancy (AOO) is 24 km²with an upper estimate of 100 km².",The species inhabits oak forests of Quercus suber with Pistacia lentiscus and low Mediterranean shrubland (Barranco et al. 2004). It was also found in wet habitats in lagoons and marshes (Pascual Torres and Barranco Vega 2008). This species is usually found on Cistus species (J.R. Correas pers. comm. 2016) which are very common and abundant. It is found in the lowlands and up to 380 m Asl.,The species is not utilised.,"Although it is only known from a small area, no major threats to this species have been reported.","There are no specific conservation measures in place for this species, but it occurs in a protected area. The species is poorly known and its distribution, population trend, ecology and threats need to be studied."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Synephippius,obvius,"(Navás, 1904)",LC,Yes,,LC,,Yes,Stable,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Exposed Saddle Bush-cricket (Synephippius obvius) is endemic to the central southern Pyrenees and their foothills in the Huesca, Lérida, Navarra and Zaragoza provinces in northern Spain. This species is assessed as Least Concern since it is common and very abundant, and the population trend is assumed to be stable.",The species seems to be common and abundant throughout its range (P. Barranco pers. comm. 2016). The population trend is assumed to be stable.,"The Exposed Saddle Bush-cricket is endemic to the central southern Pyrenees and their foothills in the Huesca, Lérida, Navarra and Zaragoza provinces, northern Spain (Barat 2007). This species' extent of occurrence (EOO) is ca 14,280 km² and its known area of occupancy (AOO) is 188 km² with an upper estimate of 1,000 km².","This species has been found in humid anddensevegetation of reeds and Buxus (Peinado de Diego 1990). According to Poniatowski et al. (2009) it occurs in mountain grasslands with low land-use intensity and box tree scrublands. It occurs at altitudes between 470 m and 2,200 m Asl.",The species is not utilised.,Climate change could affect the species by shifting its preferred habitat upwards.,"There are no specific conservation measures currently in place for this species, but it occurs within a number of protected areas. Research is needed on the population trend, ecology and threats to this species."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,PHANEROPTERIDAE,Poecilimon,warchalowskae,"Chobanov, Kaya & Çiplak, 2015",LC,Yes,,NE,,No,Unknown,"Chobanov, D.P., Hochkirch, A., Iorgu, I.S., Ivkovic, S., Kristin, A., Lemonnier-Darcemont, M., Pushkar, T., Sirin, D., Skejo, J. Skejo, Szovenyi, G., Vedenina, V. & Willemse, L.P.M.","Danielczak, A.","Kleukers, R. & García, M.",,"Global and European regional assessment: Least Concern (LC)EU 28 regional assessment: Not Evaluated (NE)The Tekirdag Bright Bush-cricket is listed as Least Concern (LC) because its subpopulations are large and currently no threats or habitat loss are observed or inferred. The area of occupancy (AOO) is 200-500 km and the extent of occurrence (EOO) is c. 2,550 km².",The population trend of this species is unknown. The population does not appear to be severely fragmented.,"The Tekirdag Bright Bush-cricket is known only from the Gelibolu Peninsula and the neighbouring area to the north, reaching the Tekirdag Mountains in European Turkey (Chobanov et al. 2015). Its extent of occurrence (EOO) is c. 2,550 km² and its area of occupancy (AOO) is between 200 and 500 km².",This species inhabits mesophytic grass vegetation and low bushes at altitudes between 1 - 300 m Asl. Adults occur from May to July.,This species is not utilised.,No major threats to this species have been reported.,There are no conservation actions in place for this species and it does not occur in protected areas. Research on its population trend is required.
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,MOGOPLISTIDAE,Paramogoplistes,ortini,"Llucià-Pomares, 2015",LC,Yes,,LC,,Yes,Unknown,"Odé, B., Barranco Vega, P., Ferreira, S., Lemos, P., Presa, J.J., García, M., Correas, J., Prunier, F. & Hochkirch, A.","Danielczak, A.","Willemse, L.P.M. & Cálix, M.",,"Ortin's Scale-cricket (Paramogoplistes ortini) is only known from southern Spain from the regions of Andalusia and Extremadura, and it may also be present in southern Portugal. This species is assessed as Least Concern since is expected to be widely distributed in southern Spain in forest habitats and no major threats to it have been reported. More research on its distribution, population size and trends is needed.","There is no available information on the population size or trend. This species is flightless and has a very limited capacity to colonise new areas. Yet, this recently described species seems to be fairly abundant where it occurs.","Ortin's Scale-cricket is only known from southern Spain from the regions of Andalusia and Extremadura. It may also be present in southern Portugal. It has only recently been described (Llucia-Pomares 2015) and its extent of occurrence (EOO) is ca 95,000 km².","This species inhabits the forest floor of Mediterranean forests, especially those with oaks (Quercus suber or Q. rotundifolia). Adults are found in late summer or autumn (Llucia-Pomares 2015) at altitudes between 47 m and 1,058 m asl, but may also occur at higher altitudes.",The species is not utilised.,No major threats to this species have been reported.,"There are no specific conservation measures in place for this species, but it occurs in the National Park Monfragüe (Llucia-Pomares 2015). More research on its distribution, population size and trends is needed."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Ephippigerida,rosae,"Barat & Correas, 2015",EN,Yes,"B1ab(iii,v)+2ab(iii,v)",EN,"B1ab(iii,v)+2ab(iii,v)",Yes,Decreasing,"Ferreira, S., Barat, J., Barranco Vega, P., Clemente, M., Correas, J., García, M., Hochkirch, A., Lemos, P., Odé, B., Presa, J.J. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Portuguese Saddle Bush-cricket (Ephippigerida rosae) is endemic to the western part of central Portugal. This species is assessed as Endangered since it has a very restricted geographic range (extent of occurrence (EOO) is ca 2,300 km², known area of occupancy (AOO) is 60 km²), it occurs at less than five locations and there is an inferred continuing decline in the quality of the habitat and in the number of mature individuals due to wildfires. This bush-cricket is also threatened by agricultural land conversion, forestry management practices and possibly the use of pesticides. Research is needed into its population trend, ecology and threats. Appropriate fire management is necessary to avoid any further population declines.","This species is very localised, although its subpopulations can be dense (P. Lemos pers. comm. 2016). A continuing decline in the number of mature individuals is inferred due to the ongoing threats.","The Portuguese Saddle Bush-cricket is endemic to the western part of central Portugal. This species' extent of occurrence (EOO) is ca 2,300 km² and its known area of occupancy (AOO) is 60 km².","This species has been collected in open Erica, Cistus and Ulex spp. shrublands (Barat and Correas 2015). It is known to occur at altitudes between 142 m and 570 m Asl.",The species is not utilised.,"The species is threatened by wildfires, agricultural land conversion, forestry management practices and possibly the use of pesticides. The main threat to this species is considered to be wildfires, and taking into account the likely extent of the effects of this threat and the distribution of the species, it is considered to occur at less than five locations. However, depending on the fire season, the species may also benefit from summer fires as it prevents the habitat from succession into forests (P. Lemos pers. comm. 2016).","There are no specific conservation measures in place for this species, but it occurs in a protected area. Research is needed into its population trend, ecology and threats. Appropriate fire management is necessary to avoid any further population declines. Particularly burning early in the season needs to be avoided (P. Lemos pers. comm. 2016)."
ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Ephippigerida,laserena,"Barat & Correas, 2015",DD,Yes,,DD,,Yes,Unknown,"Presa, J.J., García, M., Clemente, M., Barat, J., Barranco Vega, P., Correas, J., Ferreira, S., Hochkirch, A., Lemos, P., Odé, B. & Prunier, F.","Kranz, M.","Chobanov, D.P. & Cálix, M.",,"The Badajoz Saddle Bush-cricket (Ephippigerida laserena) is presently only known from one locality in the Badajoz province in western Spain. This species has only recently been described (2015), and only six specimens have been recorded. It is assessed as Data Deficient in view of the lack of data on its distribution, population size and trend, ecology and threats. Further research is needed on this bush-cricket in order to assess its extinction risk.",The population size and trend of this species is unknown as only six specimens have been documented so far.,"The Badajoz Saddle Bush-cricket is presently only known from one locality in the Badajoz province, western Spain, at an altitude of 428 m Asl. This species' area of occupancy (AOO) and extent of occurrence (EOO) are both currently estimated to be 4 km². However, this species is expected to occur in neighbouring areas with suitable habitat.",The species has been collected in Retama shrubs and pastures (Barat and Correas 2015).,The species is not utilised.,The threats to this species are unknown.,"There are no specific conservation measures in place for this species and it is unknown, whether it is present within any protected areas. Further research is needed on the threats, distribution, population trend and ecology of this species."
